ZIPCODE,owner,full_address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
02215,"BOSTON UNIVERSITY TRSTS","121 BAY STATE RD, 02215",42.350434,-71.098849,1,rooftop,121,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","141 BAY STATE RD, 02215",42.350502,-71.099771,1,rooftop,141,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","128 BAY STATE RD, 02215",42.350004,-71.099056,1,rooftop,128,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","203 BAY STATE RD, 02215",42.35073,-71.10259,1,rooftop,203,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","517 BEACON ST, 02215",42.35036,-71.090536,1,rooftop,517,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","22 BABBITT ST, 02215",42.349242,-71.106143,1,rooftop,22,"Babbitt St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","10 18 BUSWELL ST, 02215",42.347498,-71.105045,0.9,range_interpolation,10,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS","38 BUSWELL ST, 02215",42.34714,-71.10604,1,rooftop,38,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","110 CUMMINGTON ST, 02215",42.349245,-71.105136,1,range_interpolation,110,"Cummington St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS","52 48 CUMMINGTON ST, 02215",42.348734,-71.103958,1,range_interpolation,48,"Cummington St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS","726 COMMONWEALTH AV, 02215",42.3496,-71.10623,1,rooftop,726,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","685 777 COMMONWEALTH AV, 02215",42.350151,-71.104514,1,rooftop,685-777,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02115,"BOSTON UNIVERSITY TRSTS","785 795 COMMONWEALTH AV, 02115",42.351161,-71.109782,0.8,rooftop,785-795,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","728 COMMONWEALTH AV, 02215",42.34962,-71.10644,1,rooftop,728,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","728 COMMONWEALTH AV, 02215",42.34962,-71.10644,1,rooftop,728,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","18 BABBITT ST, 02215",42.349152,-71.105905,1,rooftop,18,"Babbitt St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02115,"BOSTON UNIVERSITY TRSTS","700 COMMONWEALTH AV, 02115",42.34936,-71.10402,0.8,rooftop,700,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","700 COMMONWEALTH AV, 02215",42.34936,-71.10402,1,rooftop,700,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","700 COMMONWEALTH AV, 02215",42.34936,-71.10402,1,rooftop,700,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","612 COMMONWEALTH AV, 02215",42.348912,-71.100922,1,rooftop,612,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02115,"BOSTON UNIVERSITY TRSTS","BAY STATE RD, 02115",42.336342,-71.104176,0.67,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS","20 30 HARRY AGGANIS WY, 02215",42.352503,-71.118581,1,rooftop,30,"Harry Agganis Way",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","20 30 HARRY AGGANIS WY, 02215",42.352503,-71.118581,1,rooftop,30,"Harry Agganis Way",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","20 30 HARRY AGGANIS WY, 02215",42.352503,-71.118581,1,rooftop,30,"Harry Agganis Way",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","20 30 HARRY AGGANIS WY, 02215",42.352503,-71.118581,1,rooftop,30,"Harry Agganis Way",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","20 30 HARRY AGGANIS WY, 02215",42.352503,-71.118581,1,rooftop,30,"Harry Agganis Way",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","722 COMMONWEALTH AV, 02215",42.34957,-71.10598,1,rooftop,722,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","722 COMMONWEALTH AV, 02215",42.34957,-71.10598,1,rooftop,722,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS","20 30 HARRY AGGANIS WY, 02215",42.352503,-71.118581,1,rooftop,30,"Harry Agganis Way",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02134,"BOSTON UNIVERSITY TRSTS","SOLDIERS FIELD RD, 02134",42.371794,-71.126808,1,street_center,,"Soldiers Field Rd",,,Allston,MA,"Suffolk County",02134,US,"TIGER/Line® dataset from the US Census Bureau"
02118,"BOSTON UNIVERSITY TRSTS OF","635 ALBANY ST, 02118",42.336331,-71.07013,1,rooftop,635,"Albany St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","512 BEACON ST, 02215",42.350856,-71.090283,1,rooftop,512,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","77 BAY STATE RD, 02215",42.35025,-71.09638,1,rooftop,77,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","82 BAY STATE RD, 02215",42.34982,-71.09664,1,rooftop,82,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","75 BAY STATE RD, 02215",42.35024,-71.09627,1,rooftop,75,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","61 BAY STATE RD, 02215",42.3502,-71.09561,1,rooftop,61,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","51 BAY STATE RD, 02215",42.350223,-71.095417,1,rooftop,51,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02215,"BOSTON UNIVERSITY TRSTS OF","59 BAY STATE RD, 02215",42.35019,-71.09552,1,rooftop,59,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","76 BAY STATE RD, 02215",42.34981,-71.09639,1,rooftop,76,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","19-Nov DEERFIELD ST, 02215",42.347593,-71.102934,0.22,place,,,,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"BOSTON UNIVERSITY TRSTS OF","11 19 DEERFIELD ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","56 BAY STATE RD, 02215",42.34977,-71.09555,1,rooftop,56,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","207 BAY STATE RD, 02215",42.35075,-71.10275,1,rooftop,207,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","124 BAY STATE RD, 02215",42.34999,-71.09888,1,rooftop,124,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","117 BAY STATE RD, 02215",42.35042,-71.09864,1,rooftop,117,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","115 BAY STATE RD, 02215",42.35041,-71.09854,1,rooftop,115,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","139 BAY STATE RD, 02215",42.35049,-71.09967,1,rooftop,139,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","609 615 COMMONWEALTH AV, 02215",42.349745,-71.100968,1,rooftop,609-615,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","210 BAY STATE RD, 02215",42.35037,-71.10296,1,rooftop,210,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","565 COMMONWEALTH AV, 02215",42.34943,-71.09811,1,rooftop,565,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","2 SHERBORN ST, 02215",42.349507,-71.100555,1,range_interpolation,2,"Sherborn St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","619 COMMONWEALTH AV, 02215",42.34974,-71.101257,1,rooftop,619,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","172 BAY STATE RD, 02215",42.35022,-71.10139,1,rooftop,172,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","173 BAY STATE RD, 02215",42.35062,-71.10133,1,rooftop,173,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","617 COMMONWEALTH AV, 02215",42.34973,-71.101168,1,rooftop,617,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","209 BAY STATE RD, 02215",42.35075,-71.10284,1,rooftop,209,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","621 COMMONWEALTH AV, 02215",42.34975,-71.10134,1,rooftop,621,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","156 BAY STATE RD, 02215",42.350144,-71.100754,1,rooftop,156,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","590 COMMONWEALTH AV, 02215",42.348398,-71.100272,1,rooftop,590,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","110 BAY STATE RD, 02215",42.34994,-71.09834,1,rooftop,110,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","193 BAY STATE RD, 02215",42.3507,-71.10218,1,rooftop,193,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","143 BAY STATE RD, 02215",42.350511,-71.099862,1,rooftop,143,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","183 BAY STATE RD, 02215",42.35066,-71.10173,1,rooftop,183,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","659 665 COMMONWEALTH AV, 02215",42.349904,-71.103045,1,rooftop,665,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02215,"BOSTON UNIVERSITY TRSTS OF","679 677 BEACON ST, 02215",42.348145,-71.098602,1,rooftop,677,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02215,"BOSTON UNIVERSITY TRSTS OF","2 BUSWELL ST, 02215",42.34783,-71.10384,1,rooftop,2,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","6 BUSWELL ST, 02215",42.34771,-71.10402,1,rooftop,6,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","830 BEACON ST, 02215",42.34751,-71.1029,1,rooftop,830,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","15 ARUNDEL ST, 02215",42.347813,-71.103837,1,range_interpolation,15,"Arundel St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","848 BEACON ST, 02215",42.34731,-71.10369,1,rooftop,848,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","824 BEACON ST, 02215",42.34758,-71.10267,1,rooftop,824,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","858 BEACON ST, 02215",42.347197,-71.104122,1,rooftop,858,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02215,"BOSTON UNIVERSITY TRSTS OF","860 BEACON ST, 02215",42.34717,-71.10416,1,rooftop,860,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","834 836 BEACON ST, 02215",42.34747,-71.10305,1,rooftop,834-836,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","24 BUSWELL ST, 02215",42.34742,-71.10493,1,rooftop,24,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","844 844A BEACON ST, 02215",42.347593,-71.102934,0.22,place,,,,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","828 BEACON ST, 02215",42.34753,-71.10282,1,rooftop,828,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","850 BEACON ST, 02215",42.34728,-71.10377,1,rooftop,850,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","806 820 BEACON ST, 02215",42.347621,-71.102269,1,rooftop,806-820,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","866 BEACON ST, 02215",42.34711,-71.1044,1,rooftop,866,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","870 BEACON ST, 02215",42.34707,-71.10455,1,rooftop,870,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","90 ST MARYS ST, 02215",42.34689,-71.10693,1,rooftop,90,"St Marys St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","35 BUSWELL ST, 02215",42.34747,-71.10637,1,rooftop,35,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","5 BUSWELL ST, 02215",42.34793,-71.10475,1,rooftop,5,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","39 BUSWELL ST, 02215",42.34743,-71.10652,1,rooftop,39,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","22 BUSWELL ST, 02215",42.34746,-71.1048,1,rooftop,22,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","31 BUSWELL ST, 02215",42.34752,-71.10621,1,rooftop,31,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","3 BUSWELL ST, 02215",42.34795,-71.10467,1,rooftop,3,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","509 PARK DR, 02215",42.34784,-71.10541,1,rooftop,509,"Park Dr",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","500 PARK DR, 02215",42.34715,-71.10566,1,rooftop,500,"Park Dr",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","47 BUSWELL ST, 02215",42.34735,-71.10683,1,rooftop,47,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","17 BUSWELL ST, 02215",42.34779,-71.10522,1,rooftop,17,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","70 64 CUMMINGTON ST, 02215",42.348791,-71.104196,1,range_interpolation,64,"Cummington St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","852 BEACON ST, 02215",42.34726,-71.10385,1,rooftop,852,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","37 BUSWELL ST, 02215",42.34745,-71.10644,1,rooftop,37,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","1:00 AM BUSWELL ST, 02215",42.347593,-71.102934,0.22,place,,,,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","708 COMMONWEALTH AV, 02215",42.34954,-71.1054,1,rooftop,708,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","1 BUSWELL ST, 02215",42.34797,-71.10443,1,rooftop,1,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","864 BEACON ST, 02215",42.34713,-71.10432,1,rooftop,864,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","50 BUSWELL ST, 02215",42.34696,-71.10663,1,rooftop,50,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","76 74 CUMMINGTON ST, 02215",42.348827,-71.104344,1,range_interpolation,74,"Cummington St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","45 BUSWELL ST, 02215",42.34737,-71.10676,1,rooftop,45,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","34 BUSWELL ST, 02215",42.34718,-71.10594,1,rooftop,34,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","704 COMMONWEALTH AV, 02215",42.349523,-71.105271,1,rooftop,704,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","826 BEACON ST, 02215",42.34756,-71.10274,1,rooftop,826,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","504 PARK DR, 02215",42.34725,-71.10574,1,rooftop,504,"Park Dr",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","24 CUMMINGTON ST, 02215",42.348651,-71.103366,1,range_interpolation,24,"Cummington St",,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","11 BUSWELL ST, 02215",42.34786,-71.10499,1,rooftop,11,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","515 PARK DR, 02215",42.34803,-71.10557,1,rooftop,515,"Park Dr",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","29 BUSWELL ST, 02215",42.34754,-71.10613,1,rooftop,29,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","881 COMMONWEALTH AV, 02215",42.35145,-71.11524,1,rooftop,881,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","7 BUSWELL ST, 02215",42.3479,-71.10483,1,rooftop,7,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","226 BAY STATE RD, 02215",42.350442,-71.103688,1,rooftop,226,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02116,"BOSTON UNIVERSITY TRSTS OF","8 HARRY AGGANIS WY, 02116",42.350579,-71.076397,0.09,place,,,,,Boston,MA,"Suffolk County",02116,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"BOSTON UNIVERSITY TRSTS OF","949 COMMONWEALTH AV, 02215",42.351888,-71.118709,1,rooftop,949,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","983 - 985 COMMONWEALTH AV, 02215",42.35203,-71.12025,1,rooftop,983-985,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS OF","718 COMMONWEALTH AV, 02215",42.349552,-71.10579,1,rooftop,718,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRSTS THE","212 BAY STATE RD, 02215",42.35038,-71.10304,1,rooftop,212,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRUSTEE OF","122 BAY STATE RD, 02215",42.349984,-71.098793,1,rooftop,122,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRUSTEE OF","580 COMMONWEALTH AV, 02215",42.348814,-71.099357,1,rooftop,580,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRUSTEES","650 BEACON ST, 02215",42.34931,-71.0957,1,rooftop,650,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRUSTEES","650 BEACON ST, 02215",42.34931,-71.0957,1,rooftop,650,"Beacon St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRUSTEES","135 BAY STATE RD, 02215",42.35048,-71.0995,1,rooftop,135,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRUSTEES","135 BAY STATE RD, 02215",42.35048,-71.0995,1,rooftop,135,"Bay State Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"BOSTON UNIVERSITY TRUSTEES","33 BUSWELL ST, 02215",42.3475,-71.10629,1,rooftop,33,"Buswell St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
